class,entity1,entity2
http://www.wikidata.org/entity/Q140,http://www.wikidata.org/entity/Q17611534,http://www.wikidata.org/entity/Q98520146
http://www.wikidata.org/entity/Q144,http://www.wikidata.org/entity/Q105722362,http://www.wikidata.org/entity/Q29642078
http://www.wikidata.org/entity/Q171,http://www.wikidata.org/entity/Q47495990,http://www.wikidata.org/entity/Q58494329
http://www.wikidata.org/entity/Q209,http://www.wikidata.org/entity/Q117009901,http://www.wikidata.org/entity/Q164
http://www.wikidata.org/entity/Q44,http://www.wikidata.org/entity/Q27702287,http://www.wikidata.org/entity/Q27702298
http://www.wikidata.org/entity/Q44,http://www.wikidata.org/entity/Q12008405,http://www.wikidata.org/entity/Q27702298
http://www.wikidata.org/entity/Q44,http://www.wikidata.org/entity/Q11994509,http://www.wikidata.org/entity/Q27702298
http://www.wikidata.org/entity/Q44,http://www.wikidata.org/entity/Q12008405,http://www.wikidata.org/entity/Q27702287
http://www.wikidata.org/entity/Q44,http://www.wikidata.org/entity/Q11994509,http://www.wikidata.org/entity/Q27702287
http://www.wikidata.org/entity/Q44,http://www.wikidata.org/entity/Q11994509,http://www.wikidata.org/entity/Q12008405
http://www.wikidata.org/entity/Q102165,http://www.wikidata.org/entity/Q2294,http://www.wikidata.org/entity/Q2348
http://www.wikidata.org/entity/Q102205,http://www.wikidata.org/entity/Q123196693,http://www.wikidata.org/entity/Q1663717
http://www.wikidata.org/entity/Q102205,http://www.wikidata.org/entity/Q613845,http://www.wikidata.org/entity/Q7935890
http://www.wikidata.org/entity/Q102205,http://www.wikidata.org/entity/Q11432,http://www.wikidata.org/entity/Q11435
http://www.wikidata.org/entity/Q10290214,http://www.wikidata.org/entity/Q105322721,http://www.wikidata.org/entity/Q1350385
http://www.wikidata.org/entity/Q104934,http://www.wikidata.org/entity/Q11418,http://www.wikidata.org/entity/Q849919
http://www.wikidata.org/entity/Q104934,http://www.wikidata.org/entity/Q11415,http://www.wikidata.org/entity/Q849919
http://www.wikidata.org/entity/Q104934,http://www.wikidata.org/entity/Q11412,http://www.wikidata.org/entity/Q849919
http://www.wikidata.org/entity/Q104934,http://www.wikidata.org/entity/Q11415,http://www.wikidata.org/entity/Q11418
http://www.wikidata.org/entity/Q104934,http://www.wikidata.org/entity/Q11412,http://www.wikidata.org/entity/Q11418
http://www.wikidata.org/entity/Q104934,http://www.wikidata.org/entity/Q11412,http://www.wikidata.org/entity/Q11415
http://www.wikidata.org/entity/Q1054813,http://www.wikidata.org/entity/Q4174776,http://www.wikidata.org/entity/Q5327704
http://www.wikidata.org/entity/Q1054813,http://www.wikidata.org/entity/Q1059478,http://www.wikidata.org/entity/Q5327704
http://www.wikidata.org/entity/Q1054813,http://www.wikidata.org/entity/Q494721,http://www.wikidata.org/entity/Q5327704
http://www.wikidata.org/entity/Q1054813,http://www.wikidata.org/entity/Q1059478,http://www.wikidata.org/entity/Q4174776
http://www.wikidata.org/entity/Q1054813,http://www.wikidata.org/entity/Q4174776,http://www.wikidata.org/entity/Q494721
http://www.wikidata.org/entity/Q1054813,http://www.wikidata.org/entity/Q1059478,http://www.wikidata.org/entity/Q494721
http://www.wikidata.org/entity/Q105549531,http://www.wikidata.org/entity/Q111546119,http://www.wikidata.org/entity/Q111546159
http://www.wikidata.org/entity/Q105549555,http://www.wikidata.org/entity/Q111544620,http://www.wikidata.org/entity/Q111545260
http://www.wikidata.org/entity/Q105549760,http://www.wikidata.org/entity/Q111544778,http://www.wikidata.org/entity/Q111545291
http://www.wikidata.org/entity/Q1058795,http://www.wikidata.org/entity/Q2914458,http://www.wikidata.org/entity/Q4409738
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938893,http://www.wikidata.org/entity/Q105938900
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938883,http://www.wikidata.org/entity/Q105938900
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938856,http://www.wikidata.org/entity/Q105938900
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938848,http://www.wikidata.org/entity/Q105938900
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938844,http://www.wikidata.org/entity/Q105938900
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938818,http://www.wikidata.org/entity/Q105938900
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938810,http://www.wikidata.org/entity/Q105938900
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938794,http://www.wikidata.org/entity/Q105938900
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938730,http://www.wikidata.org/entity/Q105938900
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938711,http://www.wikidata.org/entity/Q105938900
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938694,http://www.wikidata.org/entity/Q105938900
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938673,http://www.wikidata.org/entity/Q105938900
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938634,http://www.wikidata.org/entity/Q105938900
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938558,http://www.wikidata.org/entity/Q105938900
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938883,http://www.wikidata.org/entity/Q105938893
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938856,http://www.wikidata.org/entity/Q105938893
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938848,http://www.wikidata.org/entity/Q105938893
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938844,http://www.wikidata.org/entity/Q105938893
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938818,http://www.wikidata.org/entity/Q105938893
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938810,http://www.wikidata.org/entity/Q105938893
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938794,http://www.wikidata.org/entity/Q105938893
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938730,http://www.wikidata.org/entity/Q105938893
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938711,http://www.wikidata.org/entity/Q105938893
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938694,http://www.wikidata.org/entity/Q105938893
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938673,http://www.wikidata.org/entity/Q105938893
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938634,http://www.wikidata.org/entity/Q105938893
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938558,http://www.wikidata.org/entity/Q105938893
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938856,http://www.wikidata.org/entity/Q105938883
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938848,http://www.wikidata.org/entity/Q105938883
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938844,http://www.wikidata.org/entity/Q105938883
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938818,http://www.wikidata.org/entity/Q105938883
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938810,http://www.wikidata.org/entity/Q105938883
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938794,http://www.wikidata.org/entity/Q105938883
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938730,http://www.wikidata.org/entity/Q105938883
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938711,http://www.wikidata.org/entity/Q105938883
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938694,http://www.wikidata.org/entity/Q105938883
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938673,http://www.wikidata.org/entity/Q105938883
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938634,http://www.wikidata.org/entity/Q105938883
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938558,http://www.wikidata.org/entity/Q105938883
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938848,http://www.wikidata.org/entity/Q105938856
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938844,http://www.wikidata.org/entity/Q105938856
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938818,http://www.wikidata.org/entity/Q105938856
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938810,http://www.wikidata.org/entity/Q105938856
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938794,http://www.wikidata.org/entity/Q105938856
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938730,http://www.wikidata.org/entity/Q105938856
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938711,http://www.wikidata.org/entity/Q105938856
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938694,http://www.wikidata.org/entity/Q105938856
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938673,http://www.wikidata.org/entity/Q105938856
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938634,http://www.wikidata.org/entity/Q105938856
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938558,http://www.wikidata.org/entity/Q105938856
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938844,http://www.wikidata.org/entity/Q105938848
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938818,http://www.wikidata.org/entity/Q105938848
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938810,http://www.wikidata.org/entity/Q105938848
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938794,http://www.wikidata.org/entity/Q105938848
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938730,http://www.wikidata.org/entity/Q105938848
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938711,http://www.wikidata.org/entity/Q105938848
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938694,http://www.wikidata.org/entity/Q105938848
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938673,http://www.wikidata.org/entity/Q105938848
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938634,http://www.wikidata.org/entity/Q105938848
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938558,http://www.wikidata.org/entity/Q105938848
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938818,http://www.wikidata.org/entity/Q105938844
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938810,http://www.wikidata.org/entity/Q105938844
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938794,http://www.wikidata.org/entity/Q105938844
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938730,http://www.wikidata.org/entity/Q105938844
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938711,http://www.wikidata.org/entity/Q105938844
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938694,http://www.wikidata.org/entity/Q105938844
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938673,http://www.wikidata.org/entity/Q105938844
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938634,http://www.wikidata.org/entity/Q105938844
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938558,http://www.wikidata.org/entity/Q105938844
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938810,http://www.wikidata.org/entity/Q105938818
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938794,http://www.wikidata.org/entity/Q105938818
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938730,http://www.wikidata.org/entity/Q105938818
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938711,http://www.wikidata.org/entity/Q105938818
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938694,http://www.wikidata.org/entity/Q105938818
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938673,http://www.wikidata.org/entity/Q105938818
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938634,http://www.wikidata.org/entity/Q105938818
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938558,http://www.wikidata.org/entity/Q105938818
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938794,http://www.wikidata.org/entity/Q105938810
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938730,http://www.wikidata.org/entity/Q105938810
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938711,http://www.wikidata.org/entity/Q105938810
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938694,http://www.wikidata.org/entity/Q105938810
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938673,http://www.wikidata.org/entity/Q105938810
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938634,http://www.wikidata.org/entity/Q105938810
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938558,http://www.wikidata.org/entity/Q105938810
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938730,http://www.wikidata.org/entity/Q105938794
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938711,http://www.wikidata.org/entity/Q105938794
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938694,http://www.wikidata.org/entity/Q105938794
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938673,http://www.wikidata.org/entity/Q105938794
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938634,http://www.wikidata.org/entity/Q105938794
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938558,http://www.wikidata.org/entity/Q105938794
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938711,http://www.wikidata.org/entity/Q105938730
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938694,http://www.wikidata.org/entity/Q105938730
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938673,http://www.wikidata.org/entity/Q105938730
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938634,http://www.wikidata.org/entity/Q105938730
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938558,http://www.wikidata.org/entity/Q105938730
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938694,http://www.wikidata.org/entity/Q105938711
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938673,http://www.wikidata.org/entity/Q105938711
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938634,http://www.wikidata.org/entity/Q105938711
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938558,http://www.wikidata.org/entity/Q105938711
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938673,http://www.wikidata.org/entity/Q105938694
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938634,http://www.wikidata.org/entity/Q105938694
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938558,http://www.wikidata.org/entity/Q105938694
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938634,http://www.wikidata.org/entity/Q105938673
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938558,http://www.wikidata.org/entity/Q105938673
http://www.wikidata.org/entity/Q105937862,http://www.wikidata.org/entity/Q105938558,http://www.wikidata.org/entity/Q105938634
http://www.wikidata.org/entity/Q106559804,http://www.wikidata.org/entity/Q215627,http://www.wikidata.org/entity/Q43229
http://www.wikidata.org/entity/Q1071027,http://www.wikidata.org/entity/Q1266782,http://www.wikidata.org/entity/Q81639
http://www.wikidata.org/entity/Q107364994,http://www.wikidata.org/entity/Q111955324,http://www.wikidata.org/entity/Q111955339
http://www.wikidata.org/entity/Q1074839,http://www.wikidata.org/entity/Q1652353,http://www.wikidata.org/entity/Q1989441
http://www.wikidata.org/entity/Q107524042,http://www.wikidata.org/entity/Q1269627,http://www.wikidata.org/entity/Q4590027
http://www.wikidata.org/entity/Q108084262,http://www.wikidata.org/entity/Q112842081,http://www.wikidata.org/entity/Q2775969
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415971,http://www.wikidata.org/entity/Q108415983
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415967,http://www.wikidata.org/entity/Q108415983
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415964,http://www.wikidata.org/entity/Q108415983
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415958,http://www.wikidata.org/entity/Q108415983
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415955,http://www.wikidata.org/entity/Q108415983
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415947,http://www.wikidata.org/entity/Q108415983
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415943,http://www.wikidata.org/entity/Q108415983
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415940,http://www.wikidata.org/entity/Q108415983
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415967,http://www.wikidata.org/entity/Q108415971
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415964,http://www.wikidata.org/entity/Q108415971
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415958,http://www.wikidata.org/entity/Q108415971
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415955,http://www.wikidata.org/entity/Q108415971
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415947,http://www.wikidata.org/entity/Q108415971
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415943,http://www.wikidata.org/entity/Q108415971
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415940,http://www.wikidata.org/entity/Q108415971
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415964,http://www.wikidata.org/entity/Q108415967
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415958,http://www.wikidata.org/entity/Q108415967
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415955,http://www.wikidata.org/entity/Q108415967
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415947,http://www.wikidata.org/entity/Q108415967
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415943,http://www.wikidata.org/entity/Q108415967
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415940,http://www.wikidata.org/entity/Q108415967
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415958,http://www.wikidata.org/entity/Q108415964
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415955,http://www.wikidata.org/entity/Q108415964
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415947,http://www.wikidata.org/entity/Q108415964
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415943,http://www.wikidata.org/entity/Q108415964
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415940,http://www.wikidata.org/entity/Q108415964
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415955,http://www.wikidata.org/entity/Q108415958
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415947,http://www.wikidata.org/entity/Q108415958
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415943,http://www.wikidata.org/entity/Q108415958
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415940,http://www.wikidata.org/entity/Q108415958
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415947,http://www.wikidata.org/entity/Q108415955
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415943,http://www.wikidata.org/entity/Q108415955
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415940,http://www.wikidata.org/entity/Q108415955
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415943,http://www.wikidata.org/entity/Q108415947
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415940,http://www.wikidata.org/entity/Q108415947
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415940,http://www.wikidata.org/entity/Q108415943
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415983,http://www.wikidata.org/entity/Q108415987
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415971,http://www.wikidata.org/entity/Q108415987
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415967,http://www.wikidata.org/entity/Q108415987
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415964,http://www.wikidata.org/entity/Q108415987
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415958,http://www.wikidata.org/entity/Q108415987
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415955,http://www.wikidata.org/entity/Q108415987
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415947,http://www.wikidata.org/entity/Q108415987
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415943,http://www.wikidata.org/entity/Q108415987
http://www.wikidata.org/entity/Q108416123,http://www.wikidata.org/entity/Q108415940,http://www.wikidata.org/entity/Q108415987
http://www.wikidata.org/entity/Q10861465,http://www.wikidata.org/entity/Q108709553,http://www.wikidata.org/entity/Q108709689
http://www.wikidata.org/entity/Q108705298,http://www.wikidata.org/entity/Q108702115,http://www.wikidata.org/entity/Q108713696
http://www.wikidata.org/entity/Q108709310,http://www.wikidata.org/entity/Q108709689,http://www.wikidata.org/entity/Q108712692
http://www.wikidata.org/entity/Q108709387,http://www.wikidata.org/entity/Q108709553,http://www.wikidata.org/entity/Q108712963
http://www.wikidata.org/entity/Q108709689,http://www.wikidata.org/entity/Q108710229,http://www.wikidata.org/entity/Q15312935
http://www.wikidata.org/entity/Q108712692,http://www.wikidata.org/entity/Q108712929,http://www.wikidata.org/entity/Q2920422
http://www.wikidata.org/entity/Q108811670,http://www.wikidata.org/entity/Q105549531,http://www.wikidata.org/entity/Q105549555
http://www.wikidata.org/entity/Q108811670,http://www.wikidata.org/entity/Q108812259,http://www.wikidata.org/entity/Q108812433
http://www.wikidata.org/entity/Q108811709,http://www.wikidata.org/entity/Q105549726,http://www.wikidata.org/entity/Q105549760
http://www.wikidata.org/entity/Q108811709,http://www.wikidata.org/entity/Q108812144,http://www.wikidata.org/entity/Q108812513
http://www.wikidata.org/entity/Q108812144,http://www.wikidata.org/entity/Q111544778,http://www.wikidata.org/entity/Q111546198
http://www.wikidata.org/entity/Q108812259,http://www.wikidata.org/entity/Q111544620,http://www.wikidata.org/entity/Q111546159
http://www.wikidata.org/entity/Q108812433,http://www.wikidata.org/entity/Q111545260,http://www.wikidata.org/entity/Q111546119
http://www.wikidata.org/entity/Q108813239,http://www.wikidata.org/entity/Q12183411,http://www.wikidata.org/entity/Q42302432
http://www.wikidata.org/entity/Q108813391,http://www.wikidata.org/entity/Q23684609,http://www.wikidata.org/entity/Q42302285
http://www.wikidata.org/entity/Q108887096,http://www.wikidata.org/entity/Q110262709,http://www.wikidata.org/entity/Q110262827
http://www.wikidata.org/entity/Q108914962,http://www.wikidata.org/entity/Q108914965,http://www.wikidata.org/entity/Q108914968
http://www.wikidata.org/entity/Q108914962,http://www.wikidata.org/entity/Q108914968,http://www.wikidata.org/entity/Q176449
http://www.wikidata.org/entity/Q108914962,http://www.wikidata.org/entity/Q108914965,http://www.wikidata.org/entity/Q176449
http://www.wikidata.org/entity/Q109266599,http://www.wikidata.org/entity/Q109189272,http://www.wikidata.org/entity/Q109189275
http://www.wikidata.org/entity/Q109266600,http://www.wikidata.org/entity/Q109189273,http://www.wikidata.org/entity/Q109189276
http://www.wikidata.org/entity/Q10930507,http://www.wikidata.org/entity/Q116914618,http://www.wikidata.org/entity/Q25536898
http://www.wikidata.org/entity/Q109534468,http://www.wikidata.org/entity/Q6841185,http://www.wikidata.org/entity/Q7466102
http://www.wikidata.org/entity/Q109534468,http://www.wikidata.org/entity/Q7466102,http://www.wikidata.org/entity/Q839777
http://www.wikidata.org/entity/Q109534468,http://www.wikidata.org/entity/Q6841185,http://www.wikidata.org/entity/Q839777
http://www.wikidata.org/entity/Q11013002,http://www.wikidata.org/entity/Q56035545,http://www.wikidata.org/entity/Q56035547
http://www.wikidata.org/entity/Q11013002,http://www.wikidata.org/entity/Q56035544,http://www.wikidata.org/entity/Q56035547
http://www.wikidata.org/entity/Q11013002,http://www.wikidata.org/entity/Q56035544,http://www.wikidata.org/entity/Q56035545
http://www.wikidata.org/entity/Q110299887,http://www.wikidata.org/entity/Q188830,http://www.wikidata.org/entity/Q212878
http://www.wikidata.org/entity/Q11067259,http://www.wikidata.org/entity/Q35766993,http://www.wikidata.org/entity/Q35767070
http://www.wikidata.org/entity/Q111685395,http://www.wikidata.org/entity/Q115674943,http://www.wikidata.org/entity/Q115675104
http://www.wikidata.org/entity/Q111685395,http://www.wikidata.org/entity/Q115675104,http://www.wikidata.org/entity/Q2368859
http://www.wikidata.org/entity/Q111685395,http://www.wikidata.org/entity/Q115674943,http://www.wikidata.org/entity/Q2368859
http://www.wikidata.org/entity/Q111940079,http://www.wikidata.org/entity/Q122695876,http://www.wikidata.org/entity/Q122695881
http://www.wikidata.org/entity/Q111960117,http://www.wikidata.org/entity/Q22664,http://www.wikidata.org/entity/Q9364777
http://www.wikidata.org/entity/Q112075583,http://www.wikidata.org/entity/Q23640,http://www.wikidata.org/entity/Q9633
http://www.wikidata.org/entity/Q11226303,http://www.wikidata.org/entity/Q11424340,http://www.wikidata.org/entity/Q123741489
http://www.wikidata.org/entity/Q112323519,http://www.wikidata.org/entity/Q112323475,http://www.wikidata.org/entity/Q112323489
http://www.wikidata.org/entity/Q112323526,http://www.wikidata.org/entity/Q112322825,http://www.wikidata.org/entity/Q112322831
http://www.wikidata.org/entity/Q112805359,http://www.wikidata.org/entity/Q3239172,http://www.wikidata.org/entity/Q3736009
http://www.wikidata.org/entity/Q113064574,http://www.wikidata.org/entity/Q113064585,http://www.wikidata.org/entity/Q228503
http://www.wikidata.org/entity/Q1137656,http://www.wikidata.org/entity/Q1266782,http://www.wikidata.org/entity/Q81639
http://www.wikidata.org/entity/Q113806397,http://www.wikidata.org/entity/Q10082670,http://www.wikidata.org/entity/Q116256343
http://www.wikidata.org/entity/Q113884697,http://www.wikidata.org/entity/Q113885498,http://www.wikidata.org/entity/Q113885545
http://www.wikidata.org/entity/Q113884725,http://www.wikidata.org/entity/Q113884914,http://www.wikidata.org/entity/Q113884956
http://www.wikidata.org/entity/Q11392127,http://www.wikidata.org/entity/Q11582691,http://www.wikidata.org/entity/Q48085397
http://www.wikidata.org/entity/Q11394398,http://www.wikidata.org/entity/Q11625446,http://www.wikidata.org/entity/Q239972
