rector of Linköping University subClassOf rector, rector of Linköping University subClassOf word, rector disjointWith word
Rector of Södertörn University subClassOf rector, Rector of Södertörn University subClassOf phrase, rector disjointWith phrase
Vice Chancellor of Örebro University subClassOf rector, Vice Chancellor of Örebro University subClassOf word, rector disjointWith word
honorary doctorate from the European University of Humanities subClassOf honorary doctorate, honorary doctorate from the European University of Humanities subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Miami subClassOf honorary doctorate, honorary doctor of the University of Miami subClassOf word, honorary doctorate disjointWith word
honorary doctor of Johns Hopkins University subClassOf honorary doctorate, honorary doctor of Johns Hopkins University subClassOf word, honorary doctorate disjointWith word
Honorary doctorate of the University of Florida subClassOf honorary doctorate, Honorary doctorate of the University of Florida subClassOf word, honorary doctorate disjointWith word
honorary doctorate at the Blaise-Pascal university subClassOf honorary doctorate, honorary doctorate at the Blaise-Pascal university subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate at the Clermont-Auvergne university subClassOf honorary doctorate, honorary doctorate at the Clermont-Auvergne university subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate at the université d'Auvergne - Clermont I subClassOf honorary doctorate, honorary doctorate at the université d'Auvergne - Clermont I subClassOf word, honorary doctorate disjointWith word
honorary doctor of Pennsylvania State University subClassOf honorary doctorate, honorary doctor of Pennsylvania State University subClassOf phrase, honorary doctorate disjointWith phrase
Doctor honoris causa of the University of Dublin subClassOf honorary doctorate, Doctor honoris causa of the University of Dublin subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of Roskilde University subClassOf honorary doctorate, honorary doctorate of Roskilde University subClassOf word, honorary doctorate disjointWith word
Silver Medal of the National Order of the Golden Paper Cone subClassOf silver medal of the order, Silver Medal of the National Order of the Golden Paper Cone subClassOf word, silver medal of the order disjointWith word
Bishop of Ardagh subClassOf Anglican bishop, Bishop of Ardagh subClassOf word, Anglican bishop disjointWith word
Anglican Bishop of St Asaph subClassOf diocesan bishop, Anglican Bishop of St Asaph subClassOf word, diocesan bishop disjointWith word
Protestant Bishop of Dunkeld subClassOf bishop, Protestant Bishop of Dunkeld subClassOf word, bishop disjointWith word
Principal Companion of the New Zealand Order of Merit subClassOf companion, Principal Companion of the New Zealand Order of Merit subClassOf word, companion disjointWith word
honorary citizen of Veselí nad Moravou subClassOf honorary citizenship, honorary citizen of Veselí nad Moravou subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Pohořelice subClassOf honorary citizenship, honorary citizen of Pohořelice subClassOf word, honorary citizenship disjointWith word
honorary citizen of the Volgograd region subClassOf honorary citizenship, honorary citizen of the Volgograd region subClassOf word, honorary citizenship disjointWith word
honorary citizen of Buryatia subClassOf honorary citizenship, honorary citizen of Buryatia subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Republic of Crimea subClassOf honorary citizenship, honorary citizen of Republic of Crimea subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Moravské Budějovice subClassOf honorary citizenship, honorary citizen of Moravské Budějovice subClassOf word, honorary citizenship disjointWith word
honorary citizen of Františkovy Lázně subClassOf honorary citizenship, honorary citizen of Františkovy Lázně subClassOf word, honorary citizenship disjointWith word
honorary citizen of Kroměříž subClassOf honorary citizenship, honorary citizen of Kroměříž subClassOf word, honorary citizenship disjointWith word
honorary citizen of Přibyslav subClassOf honorary citizenship, honorary citizen of Přibyslav subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Cheb subClassOf honorary citizenship, honorary citizen of Cheb subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Domažlice subClassOf honorary citizenship, honorary citizen of Domažlice subClassOf word, honorary citizenship disjointWith word
honorary citizen of Horki District subClassOf honorary citizenship, honorary citizen of Horki District subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Jičín subClassOf honorary citizenship, honorary citizen of Jičín subClassOf word, honorary citizenship disjointWith word
honorary citizen of Hradec Králové subClassOf honorary citizenship, honorary citizen of Hradec Králové subClassOf phrase, honorary citizenship disjointWith phrase
title of honor subClassOf title, title of honor subClassOf word, title disjointWith word
ecclesiastical address subClassOf title, ecclesiastical address subClassOf phrase, title disjointWith phrase
sports title subClassOf title, sports title subClassOf word, title disjointWith word
court rank in the Russian Empire subClassOf noble title, court rank in the Russian Empire subClassOf word, noble title disjointWith word
National Artist subClassOf title of honor, National Artist subClassOf phrase, title of honor disjointWith phrase
Order of Cardinals subClassOf corporate title, Order of Cardinals subClassOf phrase, corporate title disjointWith phrase
title of nobility in the United Kingdom subClassOf noble title, title of nobility in the United Kingdom subClassOf phrase, noble title disjointWith phrase
companion subClassOf title of honor, companion subClassOf word, title of honor disjointWith word
incognito title subClassOf noble title, incognito title subClassOf word, noble title disjointWith word
memorial title subClassOf noble title, memorial title subClassOf phrase, noble title disjointWith phrase
title of claim subClassOf noble title, title of claim subClassOf phrase, noble title disjointWith phrase
signage title subClassOf noble title, signage title subClassOf phrase, noble title disjointWith phrase
count of Ragusa subClassOf noble title, count of Ragusa subClassOf phrase, noble title disjointWith phrase
honorary doctor of the University of Nîmes subClassOf honorary doctorate, honorary doctor of the University of Nîmes subClassOf word, honorary doctorate disjointWith word
President of Fudan University subClassOf university president, President of Fudan University subClassOf word, university president disjointWith word
honorary citizen of Nowy Targ subClassOf honorary citizenship, honorary citizen of Nowy Targ subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Odesa subClassOf honorary citizenship, honorary citizen of Odesa subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Kamyanske subClassOf honorary citizenship, honorary citizen of Kamyanske subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Frankfurt am Main subClassOf honorary citizenship, honorary citizen of Frankfurt am Main subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Serres subClassOf honorary citizenship, honorary citizen of Serres subClassOf word, honorary citizenship disjointWith word
honorary citizen of Pereslavl-Zalessky subClassOf honorary citizenship, honorary citizen of Pereslavl-Zalessky subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Hamburg subClassOf honorary citizenship, honorary citizen of Hamburg subClassOf phrase, honorary citizenship disjointWith phrase
National artist of Macedonia subClassOf People's Artist, National artist of Macedonia subClassOf word, People's Artist disjointWith word
honorary citizen of Sakha subClassOf honorary citizenship, honorary citizen of Sakha subClassOf word, honorary citizenship disjointWith word
national honorary title of China subClassOf title of honor, national honorary title of China subClassOf word, title of honor disjointWith word
title of the monarch of Spain subClassOf monarch of Spain, title of the monarch of Spain subClassOf phrase, monarch of Spain disjointWith phrase
President of the University of Vermont subClassOf university president, President of the University of Vermont subClassOf phrase, university president disjointWith phrase
honorary citizen of Olešnice subClassOf honorary citizenship, honorary citizen of Olešnice subClassOf word, honorary citizenship disjointWith word
honorary citizen of Łódź subClassOf honorary citizenship, honorary citizen of Łódź subClassOf word, honorary citizenship disjointWith word
honorary citizen of Voznesensk subClassOf honorary citizenship, honorary citizen of Voznesensk subClassOf phrase, honorary citizenship disjointWith phrase
gong subClassOf five ranks of nobles, gong subClassOf word, five ranks of nobles disjointWith word
honorary citizen of Kropotkin subClassOf honorary citizenship, honorary citizen of Kropotkin subClassOf word, honorary citizenship disjointWith word
honorary citizen of Veliky Novgorod subClassOf honorary citizenship, honorary citizen of Veliky Novgorod subClassOf word, honorary citizenship disjointWith word
honorary citizen of the municipality of Ixelles subClassOf honorary citizenship, honorary citizen of the municipality of Ixelles subClassOf phrase, honorary citizenship disjointWith phrase
honorar citizen of Trondheim subClassOf honorary citizenship, honorar citizen of Trondheim subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of the Komi Republic subClassOf honorary citizenship, honorary citizen of the Komi Republic subClassOf word, honorary citizenship disjointWith word
honorary citizen of Zbarazh, Ukraine subClassOf honorary citizenship, honorary citizen of Zbarazh, Ukraine subClassOf word, honorary citizenship disjointWith word
honorary doctor of the Bandung Institute of Technology subClassOf honorary degree, honorary doctor of the Bandung Institute of Technology subClassOf word, honorary degree disjointWith word
honorary citizen of Naroŭlia District subClassOf honorary citizenship, honorary citizen of Naroŭlia District subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Kolbuszowa subClassOf honorary citizenship, honorary citizen of Kolbuszowa subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Szentgotthárd subClassOf honorary citizenship, honorary citizen of Szentgotthárd subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Berezhany subClassOf honorary citizenship, honorary citizen of Berezhany subClassOf phrase, honorary citizenship disjointWith phrase
honorary doctorate at the University of Rome Tor Vergata subClassOf honorary doctorate, honorary doctorate at the University of Rome Tor Vergata subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University of York subClassOf honorary doctorate, honorary doctorate of the University of York subClassOf phrase, honorary doctorate disjointWith phrase
Principal of the University of Aberdeen subClassOf rector, Principal of the University of Aberdeen subClassOf word, rector disjointWith word
honorary doctorate at the University of Washington subClassOf honorary doctorate, honorary doctorate at the University of Washington subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate from Emory University subClassOf honorary doctorate, honorary doctorate from Emory University subClassOf word, honorary doctorate disjointWith word
Honorary doctorate from the University of East Anglia subClassOf honorary doctorate, Honorary doctorate from the University of East Anglia subClassOf word, honorary doctorate disjointWith word
honorary doctorate from the University of Alabama subClassOf honorary doctorate, honorary doctorate from the University of Alabama subClassOf word, honorary doctorate disjointWith word
President of Hampden–Sydney College subClassOf chancellor, President of Hampden–Sydney College subClassOf word, chancellor disjointWith word
rector of the University of Palermo subClassOf rector, rector of the University of Palermo subClassOf phrase, rector disjointWith phrase
rector of the Bucharest Academy of Economic Studies subClassOf rector, rector of the Bucharest Academy of Economic Studies subClassOf phrase, rector disjointWith phrase
rector of the Alexandru Ioan Cuza University of Iasi subClassOf rector, rector of the Alexandru Ioan Cuza University of Iasi subClassOf phrase, rector disjointWith phrase
Rector of the University of Tübingen subClassOf rector, Rector of the University of Tübingen subClassOf word, rector disjointWith word
Rector of The National Film School of Denmark subClassOf rector, Rector of The National Film School of Denmark subClassOf phrase, rector disjointWith phrase
President of Chongqing University subClassOf rector, President of Chongqing University subClassOf phrase, rector disjointWith phrase
President of Jefferson College subClassOf rector, President of Jefferson College subClassOf phrase, rector disjointWith phrase
rector magnificus of the University of Groningen subClassOf rector, rector magnificus of the University of Groningen subClassOf word, rector disjointWith word
honorary doctor of the Catholic University of Louvain subClassOf honorary doctorate, honorary doctor of the Catholic University of Louvain subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Jagiellonian University of Krakow subClassOf honorary doctorate, honorary doctor of the Jagiellonian University of Krakow subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Rennes 2 subClassOf honorary doctorate, honorary doctor of the University of Rennes 2 subClassOf word, honorary doctorate disjointWith word
Rector of Delft University of Technology subClassOf rector, Rector of Delft University of Technology subClassOf word, rector disjointWith word
rector of Utrecht University subClassOf rector, rector of Utrecht University subClassOf phrase, rector disjointWith phrase
rector magnificus of the Erasmus University Rotterdam subClassOf rector, rector magnificus of the Erasmus University Rotterdam subClassOf phrase, rector disjointWith phrase
rector magnificus of Maastricht University subClassOf rector, rector magnificus of Maastricht University subClassOf word, rector disjointWith word
Rector of the university of Amsterdam subClassOf rector, Rector of the university of Amsterdam subClassOf phrase, rector disjointWith phrase
rector magnificus of Leiden University subClassOf rector, rector magnificus of Leiden University subClassOf phrase, rector disjointWith phrase
rector magnificus of the Eindhoven University of Technology subClassOf rector, rector magnificus of the Eindhoven University of Technology subClassOf phrase, rector disjointWith phrase
President of Columbia University subClassOf rector, President of Columbia University subClassOf word, rector disjointWith word
honorary doctor of the University of Edinburgh subClassOf honorary doctorate, honorary doctor of the University of Edinburgh subClassOf word, honorary doctorate disjointWith word
Master of Magdalene College subClassOf rector, Master of Magdalene College subClassOf phrase, rector disjointWith phrase
Rector of Uskudar University subClassOf chancellor, Rector of Uskudar University subClassOf phrase, chancellor disjointWith phrase
honorary doctorate of the University of Cadiz subClassOf honorary doctorate, honorary doctorate of the University of Cadiz subClassOf phrase, honorary doctorate disjointWith phrase
Chancellor of the University of Pittsburgh subClassOf chancellor, Chancellor of the University of Pittsburgh subClassOf phrase, chancellor disjointWith phrase
President of University College Cork subClassOf rector, President of University College Cork subClassOf word, rector disjointWith word
Chancellor of the Royal Academy of Turku subClassOf chancellor, Chancellor of the Royal Academy of Turku subClassOf word, chancellor disjointWith word
Rector of Moscow State University subClassOf rector, Rector of Moscow State University subClassOf word, rector disjointWith word
honorary doctorate at École Normale Supérieure de Lyon subClassOf honorary doctorate, honorary doctorate at École Normale Supérieure de Lyon subClassOf phrase, honorary doctorate disjointWith phrase
doctor honoris causa from St. Sergius Institute subClassOf honorary doctorate, doctor honoris causa from St. Sergius Institute subClassOf word, honorary doctorate disjointWith word
honorary doctorate from the University of Parma subClassOf honorary doctorate, honorary doctorate from the University of Parma subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the  University of Pisa subClassOf honorary doctorate, honorary doctor of the  University of Pisa subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of Tours University subClassOf honorary doctorate, honorary doctorate of Tours University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of Rzeszów University subClassOf honorary doctorate, honorary doctor of Rzeszów University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Janus Pannnonius University subClassOf honorary doctorate, honorary doctor of the Janus Pannnonius University subClassOf word, honorary doctorate disjointWith word
honorary doctorate at the Villanova University subClassOf honorary doctorate, honorary doctorate at the Villanova University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of Paris Nanterre University subClassOf honorary doctorate, honorary doctorate of Paris Nanterre University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Limoges subClassOf honorary doctorate, honorary doctor of the University of Limoges subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Poitiers subClassOf honorary doctorate, honorary doctor of the University of Poitiers subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Palacký University Olomouc subClassOf honorary doctorate, honorary doctor of the Palacký University Olomouc subClassOf word, honorary doctorate disjointWith word
honorary doctor of Cardinal Stefan Wyszyński University subClassOf honorary doctorate, honorary doctor of Cardinal Stefan Wyszyński University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Berklee College of Music subClassOf honorary doctorate, honorary doctor of the Berklee College of Music subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the University of Southern Denmark subClassOf honorary doctorate, honorary doctorate of the University of Southern Denmark subClassOf phrase, honorary doctorate disjointWith phrase
Ober-Stallmeister subClassOf court rank in the Russian Empire, Ober-Stallmeister subClassOf word, court rank in the Russian Empire disjointWith word
courtier subClassOf court rank in the Russian Empire, courtier subClassOf word, court rank in the Russian Empire disjointWith word
Islamic honorifics subClassOf honorific, Islamic honorifics subClassOf phrase, honorific disjointWith phrase
form of address in the United Kingdom subClassOf style, form of address in the United Kingdom subClassOf word, style disjointWith word
Amir al-muslimín subClassOf Islamic honorifics, Amir al-muslimín subClassOf word, Islamic honorifics disjointWith word
Bronze Cross of Merit subClassOf Cross of Merit, Bronze Cross of Merit subClassOf phrase, Cross of Merit disjointWith phrase
Silver Cross of Merit subClassOf Cross of Merit, Silver Cross of Merit subClassOf phrase, Cross of Merit disjointWith phrase
Gold Cross of Merit subClassOf Cross of Merit, Gold Cross of Merit subClassOf phrase, Cross of Merit disjointWith phrase
Bishop of Waiapu subClassOf Anglican bishop, Bishop of Waiapu subClassOf word, Anglican bishop disjointWith word
episcopal title subClassOf title, episcopal title subClassOf word, title disjointWith word
Bishop of Birmingham subClassOf diocesan bishop, Bishop of Birmingham subClassOf phrase, diocesan bishop disjointWith phrase
Bishop of Leicester subClassOf diocesan bishop, Bishop of Leicester subClassOf word, diocesan bishop disjointWith word
Bishop of the Isles subClassOf Catholic bishop, Bishop of the Isles subClassOf word, Catholic bishop disjointWith word
Bishop of Stepney subClassOf suffragan bishop, Bishop of Stepney subClassOf word, suffragan bishop disjointWith word
Suffragan Bishop in Europe subClassOf suffragan bishop, Suffragan Bishop in Europe subClassOf word, suffragan bishop disjointWith word
Bishop of Cape Town subClassOf diocesan bishop, Bishop of Cape Town subClassOf word, diocesan bishop disjointWith word
Bishop of Melanesia subClassOf diocesan bishop, Bishop of Melanesia subClassOf phrase, diocesan bishop disjointWith phrase
Bishop of Kilmore, Elphin and Ardagh subClassOf bishop, Bishop of Kilmore, Elphin and Ardagh subClassOf phrase, bishop disjointWith phrase
ambiguous name subClassOf common noun, ambiguous name subClassOf word, common noun disjointWith word
honorary citizen of Polná subClassOf honorary citizenship, honorary citizen of Polná subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Blansko subClassOf honorary citizenship, honorary citizen of Blansko subClassOf word, honorary citizenship disjointWith word
honorary citizen of Corfu Municipality subClassOf honorary citizenship, honorary citizen of Corfu Municipality subClassOf word, honorary citizenship disjointWith word
honorary citizen of Vodňany subClassOf honorary citizenship, honorary citizen of Vodňany subClassOf word, honorary citizenship disjointWith word
honorary citizen of Zizers subClassOf honorary citizenship, honorary citizen of Zizers subClassOf word, honorary citizenship disjointWith word
honorary citizen of Poznan subClassOf honorary citizenship, honorary citizen of Poznan subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Sapes subClassOf honorary citizenship, honorary citizen of Sapes subClassOf word, honorary citizenship disjointWith word
honorary citizen of Tsalka subClassOf honorary citizenship, honorary citizen of Tsalka subClassOf word, honorary citizenship disjointWith word
honorary citizen of Toruń subClassOf honorary citizenship, honorary citizen of Toruń subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Bydgoszcz subClassOf honorary citizenship, honorary citizen of Bydgoszcz subClassOf word, honorary citizenship disjointWith word
honorary citizen of Białystok subClassOf honorary citizenship, honorary citizen of Białystok subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Freital subClassOf honorary citizenship, honorary citizen of Freital subClassOf word, honorary citizenship disjointWith word
honorary citizen of Jindřichův Hradec subClassOf honorary citizenship, honorary citizen of Jindřichův Hradec subClassOf word, honorary citizenship disjointWith word
honorary citizen of Dortmund subClassOf honorary citizenship, honorary citizen of Dortmund subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Krefeld subClassOf honorary citizenship, honorary citizen of Krefeld subClassOf word, honorary citizenship disjointWith word
honorary citizen of Püttlingen subClassOf honorary citizenship, honorary citizen of Püttlingen subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Lubbock subClassOf honorary citizenship, honorary citizen of Lubbock subClassOf word, honorary citizenship disjointWith word
honorary citizen of Rapallo subClassOf honorary citizenship, honorary citizen of Rapallo subClassOf word, honorary citizenship disjointWith word
honorary citizen of Manchester subClassOf honorary citizenship, honorary citizen of Manchester subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Tel Aviv subClassOf honorary citizenship, honorary citizen of Tel Aviv subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Bathurst subClassOf honorary citizenship, honorary citizen of Bathurst subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Split subClassOf honorary citizenship, honorary citizen of Split subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Bitola subClassOf honorary citizenship, honorary citizen of Bitola subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Brunswick subClassOf honorary citizenship, honorary citizen of Brunswick subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Borken (Hessen) subClassOf honorary citizenship, honorary citizen of Borken (Hessen) subClassOf word, honorary citizenship disjointWith word
honorary citizen of Skopje subClassOf honorary citizenship, honorary citizen of Skopje subClassOf word, honorary citizenship disjointWith word
honorary citizen of Valletta subClassOf honorary citizenship, honorary citizen of Valletta subClassOf word, honorary citizenship disjointWith word
honorary citizen of Seoul subClassOf honorary citizenship, honorary citizen of Seoul subClassOf word, honorary citizenship disjointWith word
honorary citizen of Brussels subClassOf honorary citizenship, honorary citizen of Brussels subClassOf word, honorary citizenship disjointWith word
honorary citizen of Tetovo subClassOf honorary citizenship, honorary citizen of Tetovo subClassOf phrase, honorary citizenship disjointWith phrase
Medal of the Order of Merit of Portugal subClassOf medal of an order, Medal of the Order of Merit of Portugal subClassOf phrase, medal of an order disjointWith phrase
Medal of Merit of the Order of the Immaculate Conception of Vila Viçosa subClassOf medal of an order, Medal of Merit of the Order of the Immaculate Conception of Vila Viçosa subClassOf phrase, medal of an order disjointWith phrase
rector of the University of São Paulo subClassOf rector, rector of the University of São Paulo subClassOf word, rector disjointWith word
honorary doctor of the Tbilisi State University subClassOf honorary doctorate, honorary doctor of the Tbilisi State University subClassOf phrase, honorary doctorate disjointWith phrase
honorary professor of the Tbilisi State University subClassOf honorary doctorate, honorary professor of the Tbilisi State University subClassOf word, honorary doctorate disjointWith word
Professor emeritus of Cambridge University subClassOf Ehrenprofessur, Professor emeritus of Cambridge University subClassOf word, Ehrenprofessur disjointWith word
Professor emeritus of Columbia University subClassOf Ehrenprofessur, Professor emeritus of Columbia University subClassOf word, Ehrenprofessur disjointWith word
Bandasak subClassOf noble title, Bandasak subClassOf phrase, noble title disjointWith phrase
honorary title subClassOf title of honor, honorary title subClassOf word, title of honor disjointWith word
Merited metallurgist of the RSFSR subClassOf title of honor, Merited metallurgist of the RSFSR subClassOf phrase, title of honor disjointWith phrase
Knight Companion of the New Zealand Order of Merit subClassOf knight, Knight Companion of the New Zealand Order of Merit subClassOf word, knight disjointWith word
Dame Companion of the New Zealand Order of Merit subClassOf Dame, Dame Companion of the New Zealand Order of Merit subClassOf word, Dame disjointWith word
Companion of the New Zealand Order of Merit subClassOf companion, Companion of the New Zealand Order of Merit subClassOf word, companion disjointWith word
honorary citizen of Israel subClassOf honorary citizenship, honorary citizen of Israel subClassOf word, honorary citizenship disjointWith word
honorary citizen of Anadyr subClassOf honorary citizenship, honorary citizen of Anadyr subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Vladimir subClassOf honorary citizenship, honorary citizen of Vladimir subClassOf word, honorary citizenship disjointWith word
Hokkien honorifics subClassOf honorific, Hokkien honorifics subClassOf word, honorific disjointWith word
honorary citizen of South Korea subClassOf honorary citizenship, honorary citizen of South Korea subClassOf word, honorary citizenship disjointWith word
honorary citizen of Сhernihiv subClassOf honorary citizenship, honorary citizen of Сhernihiv subClassOf word, honorary citizenship disjointWith word
honorary citizen of Ternopil Oblast subClassOf honorary citizenship, honorary citizen of Ternopil Oblast subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Montenegro subClassOf honorary citizenship, honorary citizen of Montenegro subClassOf word, honorary citizenship disjointWith word
honorary citizen of Ulcinj subClassOf honorary citizenship, honorary citizen of Ulcinj subClassOf word, honorary citizenship disjointWith word
chivalric order degree subClassOf grade of an order, chivalric order degree subClassOf word, grade of an order disjointWith word
honorary citizen of Třebíč subClassOf honorary citizenship, honorary citizen of Třebíč subClassOf phrase, honorary citizenship disjointWith phrase
People’s Artist of the Republic of Dagestan subClassOf People's Artist, People’s Artist of the Republic of Dagestan subClassOf word, People's Artist disjointWith word
honorary citizen of Gmina Mszana Dolna subClassOf honorary citizenship, honorary citizen of Gmina Mszana Dolna subClassOf word, honorary citizenship disjointWith word
honorary citizen of Ivano-Frankivsk subClassOf honorary citizenship, honorary citizen of Ivano-Frankivsk subClassOf word, honorary citizenship disjointWith word
honorary citizen of Gyula subClassOf honorary citizenship, honorary citizen of Gyula subClassOf word, honorary citizenship disjointWith word
Honorary doctor of the University of Liège subClassOf honorary doctorate, Honorary doctor of the University of Liège subClassOf word, honorary doctorate disjointWith word
Honorary doctor of the Bilkent University subClassOf honorary doctorate, Honorary doctor of the Bilkent University subClassOf phrase, honorary doctorate disjointWith phrase
President of the University of La Réunion subClassOf président d'université, President of the University of La Réunion subClassOf phrase, président d'université disjointWith phrase
Honorary doctorate from the University of Geneva subClassOf honorary doctorate, Honorary doctorate from the University of Geneva subClassOf word, honorary doctorate disjointWith word
doctor honoris causa from the Pierre and Marie Curie University subClassOf honorary doctorate, doctor honoris causa from the Pierre and Marie Curie University subClassOf phrase, honorary doctorate disjointWith phrase
rector of the University of Zaragoza subClassOf rector, rector of the University of Zaragoza subClassOf word, rector disjointWith word
Rector of Ghent University subClassOf rector, Rector of Ghent University subClassOf phrase, rector disjointWith phrase
Medal of Unity subClassOf medal of an order, Medal of Unity subClassOf word, medal of an order disjointWith word
Rector of Laval University subClassOf rector, Rector of Laval University subClassOf phrase, rector disjointWith phrase
headmaster of a Gymnasium subClassOf rector, headmaster of a Gymnasium subClassOf phrase, rector disjointWith phrase
honorary doctor of the Université libre de Bruxelles subClassOf honorary doctorate, honorary doctor of the Université libre de Bruxelles subClassOf word, honorary doctorate disjointWith word
honorary doctorate of Lancaster University subClassOf honorary doctorate, honorary doctorate of Lancaster University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University Polytechnic of Madrid subClassOf honorary doctorate, honorary doctorate of the University Polytechnic of Madrid subClassOf word, honorary doctorate disjointWith word
Honorary doctors of Ghent University subClassOf honorary doctorate, Honorary doctors of Ghent University subClassOf word, honorary doctorate disjointWith word
Honorary doctor of the Humboldt University of Berlin subClassOf honorary doctorate, Honorary doctor of the Humboldt University of Berlin subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Hebrew University of Jerusalem subClassOf honorary doctorate, honorary doctor of the Hebrew University of Jerusalem subClassOf phrase, honorary doctorate disjointWith phrase
Honorary doctor of the University of Lausanne subClassOf honorary doctorate, Honorary doctor of the University of Lausanne subClassOf phrase, honorary doctorate disjointWith phrase
Honorary doctor of the University of Mons subClassOf honorary doctorate, Honorary doctor of the University of Mons subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Zaragoza subClassOf honorary doctorate, honorary doctor of the University of Zaragoza subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the University of Las Palmas, Gran Canaria subClassOf honorary doctorate, honorary doctorate of the University of Las Palmas, Gran Canaria subClassOf word, honorary doctorate disjointWith word
honorary citizen of Zwolle subClassOf honorary citizenship, honorary citizen of Zwolle subClassOf word, honorary citizenship disjointWith word
Honored artist of Uzbekistan subClassOf People's Artist, Honored artist of Uzbekistan subClassOf phrase, People's Artist disjointWith phrase
honorary citizen of Stolin District subClassOf honorary citizenship, honorary citizen of Stolin District subClassOf word, honorary citizenship disjointWith word
Honorary Citizen of Asturias subClassOf honorary citizenship, Honorary Citizen of Asturias subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Gera subClassOf honorary citizenship, honorary citizen of Gera subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Syracuse subClassOf honorary citizenship, honorary citizen of Syracuse subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Genoa subClassOf honorary citizenship, honorary citizen of Genoa subClassOf word, honorary citizenship disjointWith word
Merited mechanical engineer of the USSR subClassOf title of honor, Merited mechanical engineer of the USSR subClassOf word, title of honor disjointWith word
Merited airline pilot of the Russian Federation subClassOf title of honor, Merited airline pilot of the Russian Federation subClassOf phrase, title of honor disjointWith phrase
People's Teacher of Tatarstan subClassOf award, People's Teacher of Tatarstan subClassOf word, award disjointWith word
honorary title of Kazakhstan subClassOf title of honor, honorary title of Kazakhstan subClassOf phrase, title of honor disjointWith phrase
honorary title of Armenia subClassOf title of honor, honorary title of Armenia subClassOf phrase, title of honor disjointWith phrase
official honorary title of the Soviet Russia subClassOf title of honor, official honorary title of the Soviet Russia subClassOf word, title of honor disjointWith word
honorary titles of the Republic of Bashkortostan subClassOf title of honor, honorary titles of the Republic of Bashkortostan subClassOf phrase, title of honor disjointWith phrase
regional honorary title in Russia subClassOf title of honor, regional honorary title in Russia subClassOf phrase, title of honor disjointWith phrase
