honorary doctor of Alexandru Ioan Cuza University subClassOf honorary doctorate, honorary doctor of Alexandru Ioan Cuza University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Université du Québec à Montréal subClassOf honorary doctorate, honorary doctor of the Université du Québec à Montréal subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Bordeaux subClassOf honorary doctorate, honorary doctor of the University of Bordeaux subClassOf phrase, honorary doctorate disjointWith phrase
Doctor honoris causa of the University of Fine Arts in Poznań subClassOf academic degree, Doctor honoris causa of the University of Fine Arts in Poznań subClassOf phrase, academic degree disjointWith phrase
Honorary doctor of the Technical University of Graz subClassOf honorary doctorate, Honorary doctor of the Technical University of Graz subClassOf phrase, honorary doctorate disjointWith phrase
Court Marshal of Denmark subClassOf Hofmarschall, Court Marshal of Denmark subClassOf word, Hofmarschall disjointWith word
honorary doctor of Simon Fraser University subClassOf honorary doctorate, honorary doctor of Simon Fraser University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Calcutta subClassOf honorary doctorate, honorary doctor of the University of Calcutta subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Pretoria subClassOf honorary doctorate, honorary doctor of the University of Pretoria subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of the Free State subClassOf honorary doctorate, honorary doctor of the University of the Free State subClassOf phrase, honorary doctorate disjointWith phrase
chess title subClassOf award, chess title subClassOf phrase, award disjointWith phrase
hereditary title subClassOf noble title, hereditary title subClassOf word, noble title disjointWith word
thero subClassOf bhikkhunī, thero subClassOf phrase, bhikkhunī disjointWith phrase
honorary doctor of the University of Delaware subClassOf honorary doctorate, honorary doctor of the University of Delaware subClassOf word, honorary doctorate disjointWith word
honorary doctorate of University of Perpignan subClassOf honorary doctorate, honorary doctorate of University of Perpignan subClassOf word, honorary doctorate disjointWith word
President of the Arab Open University in Kuwait subClassOf rector, President of the Arab Open University in Kuwait subClassOf word, rector disjointWith word
Chancellor of Universiti Teknologi MARA subClassOf chancellor, Chancellor of Universiti Teknologi MARA subClassOf phrase, chancellor disjointWith phrase
Chancellor of Universiti Sains Islam Malaysia subClassOf chancellor, Chancellor of Universiti Sains Islam Malaysia subClassOf phrase, chancellor disjointWith phrase
Chancellor of Universiti Kebangsaan Malaysia subClassOf chancellor, Chancellor of Universiti Kebangsaan Malaysia subClassOf phrase, chancellor disjointWith phrase
honorary doctor of Caen University subClassOf honorary doctorate, honorary doctor of Caen University subClassOf word, honorary doctorate disjointWith word
Rector of the University of Liege subClassOf rector, Rector of the University of Liege subClassOf word, rector disjointWith word
honorary doctorate at the University of Fribourg subClassOf honorary doctorate, honorary doctorate at the University of Fribourg subClassOf phrase, honorary doctorate disjointWith phrase
honorary degree from Spelman College subClassOf honorary doctorate, honorary degree from Spelman College subClassOf phrase, honorary doctorate disjointWith phrase
President of Colgate University subClassOf rector, President of Colgate University subClassOf word, rector disjointWith word
honorary doctor of the University of Wales subClassOf honorary doctorate, honorary doctor of the University of Wales subClassOf word, honorary doctorate disjointWith word
President of Peking University subClassOf rector, President of Peking University subClassOf word, rector disjointWith word
Baird baronets of Saughtonhall subClassOf baronetcy, Baird baronets of Saughtonhall subClassOf word, baronetcy disjointWith word
President of the University of Florida subClassOf rector, President of the University of Florida subClassOf word, rector disjointWith word
English honorific subClassOf honorific, English honorific subClassOf word, honorific disjointWith word
Title of the Royal House of Spain subClassOf nobility of Spain, Title of the Royal House of Spain subClassOf phrase, nobility of Spain disjointWith phrase
noble titles in the Royal Court of Quito subClassOf nobility of Spain, noble titles in the Royal Court of Quito subClassOf word, nobility of Spain disjointWith word
style subClassOf title, style subClassOf word, title disjointWith word
honorary citizen of Singapore subClassOf honorary citizenship, honorary citizen of Singapore subClassOf phrase, honorary citizenship disjointWith phrase
Chancellor of Liverpool John Moores University subClassOf chancellor, Chancellor of Liverpool John Moores University subClassOf phrase, chancellor disjointWith phrase
Chancellor of the University of Cape Town subClassOf chancellor, Chancellor of the University of Cape Town subClassOf word, chancellor disjointWith word
Chancellor of the University of Edinburgh subClassOf chancellor, Chancellor of the University of Edinburgh subClassOf word, chancellor disjointWith word
Chancellor of the University of St Andrews subClassOf chancellor, Chancellor of the University of St Andrews subClassOf word, chancellor disjointWith word
Chancellor of the University of Glasgow subClassOf chancellor, Chancellor of the University of Glasgow subClassOf phrase, chancellor disjointWith phrase
Grant baronets subClassOf baronetcy, Grant baronets subClassOf phrase, baronetcy disjointWith phrase
caballerizo subClassOf equerry, caballerizo subClassOf phrase, equerry disjointWith phrase
President of University of València subClassOf rector, President of University of València subClassOf phrase, rector disjointWith phrase
rectora of the University of Chile subClassOf rector, rectora of the University of Chile subClassOf phrase, rector disjointWith phrase
rector of the National University of San Marcos subClassOf rector, rector of the National University of San Marcos subClassOf word, rector disjointWith word
Rector of the University of Salamanca subClassOf rector, Rector of the University of Salamanca subClassOf phrase, rector disjointWith phrase
Anglican bishop subClassOf Protestant bishop, Anglican bishop subClassOf phrase, Protestant bishop disjointWith phrase
caballerizo mayor del rey subClassOf Count of the Stable, caballerizo mayor del rey subClassOf phrase, Count of the Stable disjointWith phrase
commissary subClassOf military officer, commissary subClassOf phrase, military officer disjointWith phrase
Rector of the University of Santiago de Compostela subClassOf rector, Rector of the University of Santiago de Compostela subClassOf phrase, rector disjointWith phrase
Rector of the Comillas Pontifical University subClassOf rector, Rector of the Comillas Pontifical University subClassOf phrase, rector disjointWith phrase
Protestant Archbishop of Glasgow subClassOf anglican archbishop, Protestant Archbishop of Glasgow subClassOf word, anglican archbishop disjointWith word
Rector of the Autonomous University of Madrid subClassOf rector, Rector of the Autonomous University of Madrid subClassOf phrase, rector disjointWith phrase
rector of the University of Alcalá subClassOf rector, rector of the University of Alcalá subClassOf word, rector disjointWith word
Rector of the San Dámaso Ecclesiastical University subClassOf rector, Rector of the San Dámaso Ecclesiastical University subClassOf word, rector disjointWith word
Rector of the University of Navarra subClassOf rector, Rector of the University of Navarra subClassOf phrase, rector disjointWith phrase
rector of the Public University of Navarra subClassOf rector, rector of the Public University of Navarra subClassOf word, rector disjointWith word
rector of the University of the Basque Country subClassOf rector, rector of the University of the Basque Country subClassOf phrase, rector disjointWith phrase
honorary doctorate of Seville University subClassOf honorary doctorate, honorary doctorate of Seville University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University of Granada subClassOf honorary doctorate, honorary doctorate of the University of Granada subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the University of Cordoba subClassOf honorary doctorate, honorary doctorate of the University of Cordoba subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University of Malaga subClassOf honorary doctorate, honorary doctorate of the University of Malaga subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University of Almeria subClassOf honorary doctorate, honorary doctorate of the University of Almeria subClassOf phrase, honorary doctorate disjointWith phrase
Honorary doctor of the University of Huelva subClassOf honorary doctorate, Honorary doctor of the University of Huelva subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the University of Caen (France) subClassOf honorary doctorate, honorary doctorate of the University of Caen (France) subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the International University of Andalucia subClassOf honorary doctorate, honorary doctorate of the International University of Andalucia subClassOf word, honorary doctorate disjointWith word
honorary doctorate of Pablo de Olavide University subClassOf honorary doctorate, honorary doctorate of Pablo de Olavide University subClassOf word, honorary doctorate disjointWith word
honorary doctorate of Loyola Andalcia University subClassOf honorary doctorate, honorary doctorate of Loyola Andalcia University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of San Jorge University subClassOf honorary doctorate, honorary doctorate of San Jorge University subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the University of Oviedo subClassOf honorary doctorate, honorary doctorate of the University of Oviedo subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University of the Balearic Islands subClassOf honorary doctorate, honorary doctorate of the University of the Balearic Islands subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the University of La Laguna subClassOf honorary doctorate, honorary doctorate of the University of La Laguna subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the European University of Canarias subClassOf honorary doctorate, honorary doctorate of the European University of Canarias subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University of Cantabria subClassOf honorary doctorate, honorary doctorate of the University of Cantabria subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the European University of the Atlantic subClassOf honorary doctorate, honorary doctorate of the European University of the Atlantic subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University of Salamanca subClassOf honorary doctorate, honorary doctorate of the University of Salamanca subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the Pontifical University of Salamanca subClassOf honorary doctorate, honorary doctorate of the Pontifical University of Salamanca subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of León subClassOf honorary doctorate, honorary doctor of the University of León subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the University of Burgos subClassOf honorary doctorate, honorary doctorate of the University of Burgos subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the Catholic University of Avila subClassOf honorary doctorate, honorary doctorate of the Catholic University of Avila subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the European University of Miguel de Cervantes subClassOf honorary doctorate, honorary doctorate of the European University of Miguel de Cervantes subClassOf word, honorary doctorate disjointWith word
honorary doctorate of Isabel I University subClassOf honorary doctorate, honorary doctorate of Isabel I University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of Barcelona University subClassOf honorary doctorate, honorary doctorate of Barcelona University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University Polytechnic of Catalonia subClassOf honorary doctorate, honorary doctor of the University Polytechnic of Catalonia subClassOf word, honorary doctorate disjointWith word
honorary doctorate of Pompeu Fabra University subClassOf honorary doctorate, honorary doctorate of Pompeu Fabra University subClassOf word, honorary doctorate disjointWith word
honorary doctorate of Ramon Llull University subClassOf honorary doctorate, honorary doctorate of Ramon Llull University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University of Lleida subClassOf honorary doctorate, honorary doctorate of the University of Lleida subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the International University of Catalonia subClassOf honorary doctorate, honorary doctorate of the International University of Catalonia subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University of Vic - University of Central Catalonia subClassOf honorary doctorate, honorary doctorate of the University of Vic - University of Central Catalonia subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of Abad Oliva CEU University subClassOf honorary doctorate, honorary doctorate of Abad Oliva CEU University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Valencia subClassOf honorary doctorate, honorary doctor of the University of Valencia subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the Polytechnic University of Valencia subClassOf honorary doctorate, honorary doctorate of the Polytechnic University of Valencia subClassOf word, honorary doctorate disjointWith word
honorary doctorate of Jaume I University subClassOf honorary doctorate, honorary doctorate of Jaume I University subClassOf word, honorary doctorate disjointWith word
honorary doctorate of CEU Cardenal Herrera University subClassOf honorary doctorate, honorary doctorate of CEU Cardenal Herrera University subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the Catholic University of Valencia San Vicente the Martyr subClassOf honorary doctorate, honorary doctorate of the Catholic University of Valencia San Vicente the Martyr subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the International University of Valencia subClassOf honorary doctorate, honorary doctorate of the International University of Valencia subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University of Extramadura subClassOf honorary doctorate, honorary doctorate of the University of Extramadura subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University of Santiago de Compostela subClassOf honorary doctorate, honorary doctorate of the University of Santiago de Compostela subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University of La Coruña subClassOf honorary doctorate, honorary doctorate of the University of La Coruña subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University of Vigo subClassOf honorary doctorate, honorary doctorate of the University of Vigo subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University of La Rioja subClassOf honorary doctorate, honorary doctorate of the University of La Rioja subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the International University of La Rioja subClassOf honorary doctorate, honorary doctorate of the International University of La Rioja subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Madrid Complutense subClassOf honorary doctorate, honorary doctor of the University of Madrid Complutense subClassOf word, honorary doctorate disjointWith word
honorary doctorate of Pontificia Comillas University subClassOf honorary doctorate, honorary doctorate of Pontificia Comillas University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the International University Menendez Pelayo subClassOf honorary doctorate, honorary doctorate of the International University Menendez Pelayo subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the Autonomous University of Madrid subClassOf honorary doctorate, honorary doctorate of the Autonomous University of Madrid subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the National University of Distance Education subClassOf honorary doctorate, honorary doctorate of the National University of Distance Education subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University of Alcala subClassOf honorary doctorate, honorary doctorate of the University of Alcala subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of Carlos III University subClassOf honorary doctorate, honorary doctorate of Carlos III University subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the University of Alfonso X the wise subClassOf honorary doctorate, honorary doctorate of the University of Alfonso X the wise subClassOf word, honorary doctorate disjointWith word
honorary doctorate of CEU San Pablo University subClassOf honorary doctorate, honorary doctorate of CEU San Pablo University subClassOf word, honorary doctorate disjointWith word
honorary doctorate of Francisco de Vitoria University subClassOf honorary doctorate, honorary doctorate of Francisco de Vitoria University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the European University of Madrid subClassOf honorary doctorate, honorary doctorate of the European University of Madrid subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of King Juan Carlos University subClassOf honorary doctorate, honorary doctorate of King Juan Carlos University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of Camilo José Cela University subClassOf honorary doctorate, honorary doctorate of Camilo José Cela University subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the Ecclesiastic University of San Damaso subClassOf honorary doctorate, honorary doctorate of the Ecclesiastic University of San Damaso subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the University of Murcia subClassOf honorary doctorate, honorary doctorate of the University of Murcia subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the Catholic University of San Antonio subClassOf honorary doctorate, honorary doctorate of the Catholic University of San Antonio subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the Polytechnic University of Cartagena subClassOf honorary doctorate, honorary doctorate of the Polytechnic University of Cartagena subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University of Navarre subClassOf honorary doctorate, honorary doctorate of the University of Navarre subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the public University of Navarre subClassOf honorary doctorate, honorary doctorate of the public University of Navarre subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the University of Deusto subClassOf honorary doctorate, honorary doctorate of the University of Deusto subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the University of the Basque Country subClassOf honorary doctorate, honorary doctorate of the University of the Basque Country subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of the University of Mondragon subClassOf honorary doctorate, honorary doctorate of the University of Mondragon subClassOf word, honorary doctorate disjointWith word
Necktie of the Civil Order of Alfonso X the Wise subClassOf neck order, Necktie of the Civil Order of Alfonso X the Wise subClassOf word, neck order disjointWith word
honorary citizen of Antibes subClassOf honorary citizenship, honorary citizen of Antibes subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Pfaffenhoffen subClassOf honorary citizenship, honorary citizen of Pfaffenhoffen subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Staryja Darohi subClassOf honorary citizenship, honorary citizen of Staryja Darohi subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Nový Jičín subClassOf honorary citizenship, honorary citizen of Nový Jičín subClassOf word, honorary citizenship disjointWith word
honorary citizen of Armiansk subClassOf honorary citizenship, honorary citizen of Armiansk subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Kärdla subClassOf honorary citizenship, honorary citizen of Kärdla subClassOf word, honorary citizenship disjointWith word
honorary citizen of Valga subClassOf honorary citizenship, honorary citizen of Valga subClassOf word, honorary citizenship disjointWith word
honorary citizen of Alchevsk subClassOf honorary citizenship, honorary citizen of Alchevsk subClassOf word, honorary citizenship disjointWith word
honorary citizen of Yevpatoriia subClassOf honorary citizenship, honorary citizen of Yevpatoriia subClassOf word, honorary citizenship disjointWith word
honorary citizen of Ozurgeti subClassOf honorary citizenship, honorary citizen of Ozurgeti subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Baranya County subClassOf honorary citizenship, honorary citizen of Baranya County subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Lomnice nad Popelkou subClassOf honorary citizenship, honorary citizen of Lomnice nad Popelkou subClassOf phrase, honorary citizenship disjointWith phrase
Honorary Companion of the New Zealand Order of Merit subClassOf companion, Honorary Companion of the New Zealand Order of Merit subClassOf phrase, companion disjointWith phrase
honorary citizen of Konice subClassOf honorary citizenship, honorary citizen of Konice subClassOf phrase, honorary citizenship disjointWith phrase
Affiliated Research Fellow subClassOf academic rank, Affiliated Research Fellow subClassOf phrase, academic rank disjointWith phrase
Honorary doctorate from the Julius Maximilians University of Würzburg subClassOf honorary doctorate, Honorary doctorate from the Julius Maximilians University of Würzburg subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Regensburg subClassOf honorary doctorate, honorary doctor of the University of Regensburg subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Siegen subClassOf honorary doctorate, honorary doctor of the University of Siegen subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Bucharest subClassOf honorary doctorate, honorary doctor of the University of Bucharest subClassOf phrase, honorary doctorate disjointWith phrase
Doctor honoris causa at University of Bayreuth subClassOf honorary doctorate, Doctor honoris causa at University of Bayreuth subClassOf phrase, honorary doctorate disjointWith phrase
honorary degree of the University of Leeds subClassOf honorary doctorate, honorary degree of the University of Leeds subClassOf phrase, honorary doctorate disjointWith phrase
doctor honoris causa of the University of Warwick subClassOf honorary doctorate, doctor honoris causa of the University of Warwick subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Sapienza University of Rome subClassOf honorary doctorate, honorary doctor of the Sapienza University of Rome subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Lübeck subClassOf honorary doctorate, honorary doctor of the University of Lübeck subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Santiago, Chile subClassOf honorary doctorate, honorary doctor of the University of Santiago, Chile subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Pontifical Catholic University of Chile subClassOf honorary doctorate, honorary doctor of the Pontifical Catholic University of Chile subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Duisburg-Essen subClassOf honorary doctorate, honorary doctor of the University of Duisburg-Essen subClassOf word, honorary doctorate disjointWith word
honorary doctor of Ulm University subClassOf honorary doctorate, honorary doctor of Ulm University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Wuppertal subClassOf honorary doctorate, honorary doctor of the University of Wuppertal subClassOf word, honorary doctorate disjointWith word
honorary doctor of Ca' Foscari University of Venice subClassOf honorary doctorate, honorary doctor of Ca' Foscari University of Venice subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Ferrara subClassOf honorary doctorate, honorary doctor of the University of Ferrara subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Basilicata subClassOf honorary doctorate, honorary doctor of the University of Basilicata subClassOf phrase, honorary doctorate disjointWith phrase
Honorary degree of the University of Macerata subClassOf honorary doctorate, Honorary degree of the University of Macerata subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate from the University of Windsor subClassOf honorary doctorate, honorary doctorate from the University of Windsor subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Bamberg subClassOf honorary doctorate, honorary doctor of the University of Bamberg subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Lucerne subClassOf honorary doctorate, honorary doctor of the University of Lucerne subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Picardie Jules Verne subClassOf honorary doctorate, honorary doctor of the University of Picardie Jules Verne subClassOf word, honorary doctorate disjointWith word
honorary doctor at Karlstad University subClassOf honorary doctorate, honorary doctor at Karlstad University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Marburg subClassOf honorary doctorate, honorary doctor of the University of Marburg subClassOf word, honorary doctorate disjointWith word
honorary doctor of Johannes Gutenberg University Mainz subClassOf honorary doctorate, honorary doctor of Johannes Gutenberg University Mainz subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of Anadolu University subClassOf honorary doctorate, honorary doctor of Anadolu University subClassOf word, honorary doctorate disjointWith word
honorary doctor of Istanbul University subClassOf honorary doctorate, honorary doctor of Istanbul University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the Boğaziçi University subClassOf honorary doctorate, honorary doctor of the Boğaziçi University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate from the Pontifical Catholic University of Peru subClassOf honorary doctorate, honorary doctorate from the Pontifical Catholic University of Peru subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Leicester subClassOf honorary doctorate, honorary doctor of the University of Leicester subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Augsburg subClassOf honorary doctorate, honorary doctor of the University of Augsburg subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the Christian Albrechts University of Kiel subClassOf honorary doctorate, honorary doctor of the Christian Albrechts University of Kiel subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of Linköping University subClassOf honorary doctorate, honorary doctor of Linköping University subClassOf phrase, honorary doctorate disjointWith phrase
Honorary doctor of the University of Passau subClassOf honorary doctorate, Honorary doctor of the University of Passau subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctorate of Taras Shevchenko National University of Kyiv subClassOf honorary doctorate, honorary doctorate of Taras Shevchenko National University of Kyiv subClassOf word, honorary doctorate disjointWith word
Honorary doctor of Leiden University subClassOf honorary doctorate, Honorary doctor of Leiden University subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of Lusíada University subClassOf honorary doctorate, honorary doctor of Lusíada University subClassOf word, honorary doctorate disjointWith word
honorary doctor of the University of Trier subClassOf honorary doctorate, honorary doctor of the University of Trier subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Cyprus subClassOf honorary doctorate, honorary doctor of the University of Cyprus subClassOf phrase, honorary doctorate disjointWith phrase
honorary doctor of the University of Hertfordshire subClassOf honorary doctorate, honorary doctor of the University of Hertfordshire subClassOf phrase, honorary doctorate disjointWith phrase
Rector of Jagiellonian University subClassOf rector, Rector of Jagiellonian University subClassOf phrase, rector disjointWith phrase
Honorary doctorate from university of Florence subClassOf honorary doctorate, Honorary doctorate from university of Florence subClassOf word, honorary doctorate disjointWith word
honorary doctorate from Bard College subClassOf honorary doctorate, honorary doctorate from Bard College subClassOf phrase, honorary doctorate disjointWith phrase
honorary title of People's Liberation Army subClassOf title of honor, honorary title of People's Liberation Army subClassOf phrase, title of honor disjointWith phrase
honorary citizen of Plzeň subClassOf honorary citizenship, honorary citizen of Plzeň subClassOf word, honorary citizenship disjointWith word
honorary citizen of Žďár nad Sázavou subClassOf honorary citizenship, honorary citizen of Žďár nad Sázavou subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Tábor subClassOf honorary citizenship, honorary citizen of Tábor subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Brno subClassOf honorary citizenship, honorary citizen of Brno subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Luxembourg subClassOf honorary citizenship, honorary citizen of Luxembourg subClassOf word, honorary citizenship disjointWith word
Vice-Chancellor and President of the University of Adelaide subClassOf university president, Vice-Chancellor and President of the University of Adelaide subClassOf word, university president disjointWith word
honorary citizen of Warsaw subClassOf honorary citizenship, honorary citizen of Warsaw subClassOf word, honorary citizenship disjointWith word
honorary citizen of Tarczyn subClassOf honorary citizenship, honorary citizen of Tarczyn subClassOf word, honorary citizenship disjointWith word
honorary citizen of Moscow subClassOf honorary citizenship, honorary citizen of Moscow subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Chortkiv subClassOf honorary citizenship, honorary citizen of Chortkiv subClassOf word, honorary citizenship disjointWith word
honorary citizen of Budapest subClassOf honorary citizenship, honorary citizen of Budapest subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Sopron subClassOf honorary citizenship, honorary citizen of Sopron subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Miskolc subClassOf honorary citizenship, honorary citizen of Miskolc subClassOf word, honorary citizenship disjointWith word
honorary citizen of Szeged subClassOf honorary citizenship, honorary citizen of Szeged subClassOf word, honorary citizenship disjointWith word
honorary citizen of Ravensburg subClassOf honorary citizenship, honorary citizen of Ravensburg subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Balatonföldvár subClassOf honorary citizenship, honorary citizen of Balatonföldvár subClassOf word, honorary citizenship disjointWith word
honorary citizen of Szentes subClassOf honorary citizenship, honorary citizen of Szentes subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Paderborn subClassOf honorary citizenship, honorary citizen of Paderborn subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Bayreuth subClassOf honorary citizenship, honorary citizen of Bayreuth subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Füssen subClassOf honorary citizenship, honorary citizen of Füssen subClassOf word, honorary citizenship disjointWith word
President of the Islamic University of Gaza subClassOf university president, President of the Islamic University of Gaza subClassOf word, university president disjointWith word
honorary citizen of Kiel subClassOf honorary citizenship, honorary citizen of Kiel subClassOf word, honorary citizenship disjointWith word
honorary citizen of Klimavičy District subClassOf honorary citizenship, honorary citizen of Klimavičy District subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Strakonice subClassOf honorary citizenship, honorary citizen of Strakonice subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Olonets subClassOf honorary citizenship, honorary citizen of Olonets subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Ashdod subClassOf honorary citizenship, honorary citizen of Ashdod subClassOf word, honorary citizenship disjointWith word
bo subClassOf five ranks of nobles, bo subClassOf phrase, five ranks of nobles disjointWith phrase
President of Al-Quds University subClassOf rector, President of Al-Quds University subClassOf phrase, rector disjointWith phrase
honorary citizen of Svaliava subClassOf honorary citizenship, honorary citizen of Svaliava subClassOf word, honorary citizenship disjointWith word
honorary citizen of Police nad Metují subClassOf honorary citizenship, honorary citizen of Police nad Metují subClassOf phrase, honorary citizenship disjointWith phrase
honorary citizen of Australia subClassOf honorary citizenship, honorary citizen of Australia subClassOf phrase, honorary citizenship disjointWith phrase
People’s Poet of Karachay-Cherkessia subClassOf regional honorary title in Russia, People’s Poet of Karachay-Cherkessia subClassOf word, regional honorary title in Russia disjointWith word
Bishop of Kimberley and Kuruman subClassOf diocesan bishop, Bishop of Kimberley and Kuruman subClassOf word, diocesan bishop disjointWith word
rector of UCLouvain subClassOf rector, rector of UCLouvain subClassOf word, rector disjointWith word
honorary doctor of the University of Aberdeen subClassOf honorary doctorate, honorary doctor of the University of Aberdeen subClassOf word, honorary doctorate disjointWith word
honorary doctorate of the University of Cape Town subClassOf honorary doctorate, honorary doctorate of the University of Cape Town subClassOf word, honorary doctorate disjointWith word
honorary doctorate of Technion subClassOf honorary doctorate, honorary doctorate of Technion subClassOf word, honorary doctorate disjointWith word
